	UNITID	INSTNM	IALIAS	ADDR	CITY	STABBR	ZIP	FIPS	OBEREG	OPEFLAG	WEBADDR	SECTOR	ICLEVEL	CONTROL	HLOFFER	UGOFFER	GROFFER	HDEGOFR1	DEGGRANT	HBCU	OPENPUBL	ACT	NEWID	DEATHYR	CYACTIVE	PSET4FLG	INSTCAT	C15BASIC	C15IPUG	C15IPGRD	C15UGPRF	C15ENPRF	C15SZSET	CCBASIC	CARNEGIE	LANDGRNT	INSTSIZE	F1SYSTYP	F1SYSNAM	F1SYSCOD	COUNTYCD	COUNTYNM	CNGDSTCD	LONGITUD	LATITUDE	CNTLAFFI	PUBPRIME	PUBSECON	RELAFFIL	DSTNUGC	DSTNUGP	DSTNUGN	DSTNGC	DSTNGP	DSTNGN	DISTCRS	DISTPGS	DSTNCED1	DSTNCED2	DSTNCED3	DISTNCED	ALLONCAM	EFDETOT_All	EFDETOT_Degree	EFDETOT_Grad	EFDETOT_Non	EFDETOT_Under	EFDEEXC_All	EFDEEXC_Degree	EFDEEXC_Grad	EFDEEXC_Non	EFDEEXC_Under	EFDESOM_All	EFDESOM_Degree	EFDESOM_Grad	EFDESOM_Non	EFDESOM_Under	EFDENON_All	EFDENON_Degree	EFDENON_Grad	EFDENON_Non	EFDENON_Under	EFDEEX1_All	EFDEEX1_Degree	EFDEEX1_Grad	EFDEEX1_Non	EFDEEX1_Under	EFDEEX2_All	EFDEEX2_Degree	EFDEEX2_Grad	EFDEEX2_Non	EFDEEX2_Under	EFDEEX3_All	EFDEEX3_Degree	EFDEEX3_Grad	EFDEEX3_Non	EFDEEX3_Under	EFDEEX4_All	EFDEEX4_Degree	EFDEEX4_Grad	EFDEEX4_Non	EFDEEX4_Under	EFDEEX5_All	EFDEEX5_Degree	EFDEEX5_Grad	EFDEEX5_Non	EFDEEX5_Under	SAINSTT_All	SAINSTT_Assistant	SAINSTT_Associate	SAINSTT_Instructor	SAINSTT_Lecturer	SAINSTT_NoRank	SAINSTT_Professor	SAINSTM_All	SAINSTM_Assistant	SAINSTM_Associate	SAINSTM_Instructor	SAINSTM_Lecturer	SAINSTM_NoRank	SAINSTM_Professor	SAINSTW_All	SAINSTW_Assistant	SAINSTW_Associate	SAINSTW_Instructor	SAINSTW_Lecturer	SAINSTW_NoRank	SAINSTW_Professor	SA_9MCT_All	SA_9MCT_Assistant	SA_9MCT_Associate	SA_9MCT_Instructor	SA_9MCT_Lecturer	SA_9MCT_NoRank	SA_9MCT_Professor	SA_9MCM_All	SA_9MCM_Assistant	SA_9MCM_Associate	SA_9MCM_Instructor	SA_9MCM_Lecturer	SA_9MCM_NoRank	SA_9MCM_Professor	SA_9MCW_All	SA_9MCW_Assistant	SA_9MCW_Associate	SA_9MCW_Instructor	SA_9MCW_Lecturer	SA_9MCW_NoRank	SA_9MCW_Professor	SATOTLT_All	SATOTLT_Assistant	SATOTLT_Associate	SATOTLT_Instructor	SATOTLT_Lecturer	SATOTLT_NoRank	SATOTLT_Professor	SATOTLM_All	SATOTLM_Assistant	SATOTLM_Associate	SATOTLM_Instructor	SATOTLM_Lecturer	SATOTLM_NoRank	SATOTLM_Professor	SATOTLW_All	SATOTLW_Assistant	SATOTLW_Associate	SATOTLW_Instructor	SATOTLW_Lecturer	SATOTLW_NoRank	SATOTLW_Professor	SAOUTLT_All	SAOUTLT_Assistant	SAOUTLT_Associate	SAOUTLT_Instructor	SAOUTLT_Lecturer	SAOUTLT_NoRank	SAOUTLT_Professor	SAOUTLM_All	SAOUTLM_Assistant	SAOUTLM_Associate	SAOUTLM_Instructor	SAOUTLM_Lecturer	SAOUTLM_NoRank	SAOUTLM_Professor	SAOUTLW_All	SAOUTLW_Assistant	SAOUTLW_Associate	SAOUTLW_Instructor	SAOUTLW_Lecturer	SAOUTLW_NoRank	SAOUTLW_Professor	SAEQ9OT_All	SAEQ9OT_Assistant	SAEQ9OT_Associate	SAEQ9OT_Instructor	SAEQ9OT_Lecturer	SAEQ9OT_NoRank	SAEQ9OT_Professor	SAEQ9OM_All	SAEQ9OM_Assistant	SAEQ9OM_Associate	SAEQ9OM_Instructor	SAEQ9OM_Lecturer	SAEQ9OM_NoRank	SAEQ9OM_Professor	SAEQ9OW_All	SAEQ9OW_Assistant	SAEQ9OW_Associate	SAEQ9OW_Instructor	SAEQ9OW_Lecturer	SAEQ9OW_NoRank	SAEQ9OW_Professor	SAEQ9AT_All	SAEQ9AT_Assistant	SAEQ9AT_Associate	SAEQ9AT_Instructor	SAEQ9AT_Lecturer	SAEQ9AT_NoRank	SAEQ9AT_Professor	SAEQ9AM_All	SAEQ9AM_Assistant	SAEQ9AM_Associate	SAEQ9AM_Instructor	SAEQ9AM_Lecturer	SAEQ9AM_NoRank	SAEQ9AM_Professor	SAEQ9AW_All	SAEQ9AW_Assistant	SAEQ9AW_Associate	SAEQ9AW_Instructor	SAEQ9AW_Lecturer	SAEQ9AW_NoRank	SAEQ9AW_Professor	YEAR	TUITION1	FEE1	HRCHG1	TUITION2	FEE2	HRCHG2	TUITION3	FEE3	HRCHG3	TUITION5	FEE5	HRCHG5	TUITION6	FEE6	HRCHG6	TUITION7	FEE7	HRCHG7	OMACHRT_FirstFullTotal	OMACHRT_Total	OMAWDP8_FirstFullTotal	OMAWDP8_Total	OMENRTP_FirstFullTotal	OMENRTP_Total	OMENRYP_FirstFullTotal	OMENRYP_Total	OMENRAP_FirstFullTotal	OMENRAP_Total	OMENRUP_FirstFullTotal	OMENRUP_Total	OMACHRT_FirstFullNonpell	OMACHRT_FirstFullPell	OMACHRT_FirstPartNonpell	OMACHRT_FirstPartPell	OMACHRT_FirstPartTotal	OMACHRT_TotalNonpell	OMACHRT_TotalPell	OMAWDP8_FirstFullNonpell	OMAWDP8_FirstFullPell	OMAWDP8_FirstPartNonpell	OMAWDP8_FirstPartPell	OMAWDP8_FirstPartTotal	OMAWDP8_TotalNonpell	OMAWDP8_TotalPell	OMENRTP_FirstFullNonpell	OMENRTP_FirstFullPell	OMENRTP_FirstPartNonpell	OMENRTP_FirstPartPell	OMENRTP_FirstPartTotal	OMENRTP_TotalNonpell	OMENRTP_TotalPell	OMENRYP_FirstFullNonpell	OMENRYP_FirstFullPell	OMENRYP_FirstPartNonpell	OMENRYP_FirstPartPell	OMENRYP_FirstPartTotal	OMENRYP_TotalNonpell	OMENRYP_TotalPell	OMENRAP_FirstFullNonpell	OMENRAP_FirstFullPell	OMENRAP_FirstPartNonpell	OMENRAP_FirstPartPell	OMENRAP_FirstPartTotal	OMENRAP_TotalNonpell	OMENRAP_TotalPell	OMENRUP_FirstFullNonpell	OMENRUP_FirstFullPell	OMENRUP_FirstPartNonpell	OMENRUP_FirstPartPell	OMENRUP_FirstPartTotal	OMENRUP_TotalNonpell	OMENRUP_TotalPell
249	110486	California State University-Bakersfield	CSU Bakersfield	9001 Stockdale Hwy	Bakersfield	CA	93311-1099	6	8	1	www.csub.edu	1	1	1	7	1	1	20	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	3	1	California State University	Null	6029	Kern County	623	-119.10471100000001	35.350004999999996	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	8520.0	7220.0	1120.0	180.0	7400.0	0.0	0.0	0.0	0.0	0.0	3079.0	2891.0	178.0	10.0	2901.0	5441.0	4329.0	942.0	170.0	4499.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	244.0	28.0	62.0	Null	72.0	Null	82.0	120.0	15.0	27.0	Null	21.0	Null	57.0	124.0	13.0	35.0	Null	51.0	Null	25.0	18372072.0	1919964.0	4626900.0	Null	4029432.0	Null	7795776.0	9798300.0	1051200.0	2108868.0	Null	1208208.0	Null	5430024.0	8573772.0	868764.0	2518032.0	Null	2821224.0	Null	2365752.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
250	110495	California State University-Stanislaus	CSU Stanislaus	One University Circle	Turlock	CA	95382-0299	6	8	1	www.csustan.edu	1	1	1	9	1	1	14	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	3	1	California State University	Null	6099	Stanislaus County	610	-120.852511	37.52577	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	8882.0	7619.0	1261.0	2.0	7621.0	0.0	0.0	0.0	0.0	0.0	2002.0	1894.0	108.0	0.0	1894.0	6880.0	5725.0	1153.0	2.0	5727.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	274.0	53.0	54.0	Null	51.0	Null	116.0	150.0	27.0	27.0	Null	28.0	Null	68.0	124.0	26.0	27.0	Null	23.0	Null	48.0	20290164.0	3325512.0	3836784.0	Null	2699580.0	Null	10428288.0	11184576.0	1709604.0	1887864.0	Null	1424040.0	Null	6163068.0	9105588.0	1615908.0	1948920.0	Null	1275540.0	Null	4265220.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
251	110501	California State University-Chancellors Office	 	Analytic Studies 401 Golden Shore, 6th Floor	Long Beach	CA	90802-4210	6	8	2	www.calstate.edu/	0	1	1	9	1	1	12	1	2	1	A 	-2	-2	1	1	-2	Null	Null	Null	Null	Null	Null	-3	-3	2	-2	2	 	Null	6037	Los Angeles County	647	-118.201255	33.764338	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	-2.0	-2.0	-2.0	-2.0	-2.0																																																																																																																																																																												2012																																																																								
252	110510	California State University-San Bernardino	 	5500 University Pky	San Bernardino	CA	92407-2397	6	8	1	www.csusb.edu	1	1	1	9	1	1	12	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	4	1	California State University	Null	6071	San Bernardino County	631	-117.32250800000001	34.182987	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	18234.0	15777.0	2179.0	278.0	16055.0	91.0	0.0	91.0	0.0	0.0	2462.0	2176.0	270.0	16.0	2192.0	15681.0	13601.0	1818.0	262.0	13863.0	89.0	Null	89.0	Null	Null	2.0	Null	2.0	Null	Null	0.0	Null	0.0	Null	Null	0.0	Null	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	445.0	60.0	73.0	Null	88.0	Null	224.0	238.0	29.0	34.0	Null	29.0	Null	146.0	207.0	31.0	39.0	Null	59.0	Null	78.0	35046604.0	3859616.0	5249460.0	Null	4604532.0	Null	21332996.0	20083156.0	1922468.0	2448492.0	Null	1475376.0	Null	14236820.0	14963448.0	1937148.0	2800968.0	Null	3129156.0	Null	7096176.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
253	110529	California State Polytechnic University-Pomona	 	3801 West Temple Avenue	Pomona	CA	91768	6	8	1	www.csupomona.edu	1	1	1	9	1	1	12	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	5	1	California State University	Null	6037	Los Angeles County	635	-117.819019	34.054272999999995	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	22156.0	20461.0	1614.0	81.0	20542.0	0.0	0.0	0.0	0.0	0.0	3100.0	2995.0	104.0	1.0	2996.0	19056.0	17466.0	1510.0	80.0	17546.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	524.0	98.0	106.0	Null	66.0	Null	254.0	311.0	49.0	60.0	Null	41.0	Null	161.0	213.0	49.0	46.0	Null	25.0	Null	93.0	43353216.0	7021392.0	8134392.0	Null	3916332.0	Null	24281100.0	26212056.0	3543900.0	4744020.0	Null	2436072.0	Null	15488064.0	17141160.0	3477492.0	3390372.0	Null	1480260.0	Null	8793036.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
254	110538	California State University-Chico	 	First and Normal Sts	Chico	CA	95929-0150	6	8	1	www.csuchico.edu	1	1	1	7	1	1	20	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	4	1	California State University	Null	6007	Butte County	601	-121.846333	39.728003	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	16470.0	15156.0	1154.0	160.0	15316.0	174.0	164.0	10.0	0.0	164.0	4286.0	4159.0	106.0	21.0	4180.0	12010.0	10833.0	1038.0	139.0	10972.0	174.0	164.0	10.0	Null	164.0	0.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	481.0	76.0	107.0	Null	64.0	2.0	232.0	281.0	38.0	62.0	Null	35.0	0.0	146.0	200.0	38.0	45.0	Null	29.0	2.0	86.0	37642188.0	4756296.0	7558620.0	Null	3622872.0	236448.0	21467952.0	22664964.0	2481780.0	4449384.0	Null	1950060.0	0.0	13783740.0	14977224.0	2274516.0	3109236.0	Null	1672812.0	236448.0	7684212.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
255	110547	California State University-Dominguez Hills	CSUDH	1000 E Victoria St	Carson	CA	90747-0005	6	8	1	www.csudh.edu	1	1	1	8	1	1	20	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	4	1	California State University	Null	6037	Los Angeles County	644	-118.259316	33.86524	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	13933.0	10941.0	2430.0	562.0	11503.0	0.0	0.0	0.0	0.0	0.0	4432.0	3434.0	671.0	327.0	3761.0	9501.0	7507.0	1759.0	235.0	7742.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	267.0	32.0	72.0	Null	81.0	Null	82.0	123.0	11.0	30.0	Null	33.0	Null	49.0	144.0	21.0	42.0	Null	48.0	Null	33.0	20606808.0	2309028.0	5686368.0	Null	4842552.0	Null	7768860.0	9826116.0	837972.0	2364708.0	Null	1971516.0	Null	4651920.0	10780692.0	1471056.0	3321660.0	Null	2871036.0	Null	3116940.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
256	110556	California State University-Fresno	 	5241 N Maple Ave	Fresno	CA	93740	6	8	1	www.csufresno.edu	1	1	1	9	1	1	12	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	5	1	California State University	Null	6019	Fresno County	622	-119.748258	36.814477000000004	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	22565.0	19371.0	2846.0	348.0	19719.0	89.0	40.0	49.0	0.0	40.0	2783.0	2602.0	181.0	0.0	2602.0	19693.0	16729.0	2616.0	348.0	17077.0	87.0	40.0	47.0	Null	40.0	0.0	0.0	0.0	Null	0.0	0.0	0.0	0.0	Null	0.0	2.0	0.0	2.0	Null	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	638.0	111.0	149.0	Null	148.0	3.0	227.0	365.0	59.0	87.0	Null	64.0	2.0	153.0	273.0	52.0	62.0	Null	84.0	1.0	74.0	47388636.0	7036908.0	10591092.0	Null	7983888.0	260268.0	21516480.0	28345632.0	3763476.0	6248484.0	Null	3514416.0	197628.0	14621628.0	19043004.0	3273432.0	4342608.0	Null	4469472.0	62640.0	6894852.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
257	110565	California State University-Fullerton	Cal State Fullerton	800 N State College Blvd	Fullerton	CA	92831-3599	6	8	1	www.fullerton.edu	1	1	1	9	1	1	14	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	5	1	California State University	Null	6059	Orange County	639	-117.885349	33.883627000000004	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	37677.0	32278.0	5298.0	101.0	32379.0	1046.0	346.0	700.0	0.0	346.0	7586.0	6941.0	641.0	4.0	6945.0	29045.0	24991.0	3957.0	97.0	25088.0	1029.0	341.0	688.0	Null	341.0	15.0	3.0	12.0	Null	3.0	0.0	0.0	0.0	Null	0.0	2.0	2.0	0.0	Null	2.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	891.0	205.0	220.0	Null	190.0	Null	276.0	464.0	108.0	115.0	Null	73.0	Null	168.0	427.0	97.0	105.0	Null	117.0	Null	108.0	69006492.0	14554296.0	17231964.0	Null	10832472.0	Null	26387760.0	37196532.0	7762128.0	9111960.0	Null	4047372.0	Null	16275072.0	31809960.0	6792168.0	8120004.0	Null	6785100.0	Null	10112688.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
258	110574	California State University-East Bay	Cal State East Bay	25800 Carlos Bee Blvd	Hayward	CA	94542	6	8	1	www.csueastbay.edu	1	1	1	9	1	1	13	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	4	1	California State University	Null	6001	Alameda County	615	-122.058073	37.657070000000004	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	13851.0	11506.0	2289.0	56.0	11562.0	713.0	627.0	75.0	11.0	638.0	3716.0	3621.0	95.0	0.0	3621.0	9422.0	7258.0	2119.0	45.0	7303.0	704.0	621.0	72.0	11.0	632.0	7.0	5.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	305.0	62.0	98.0	Null	29.0	Null	116.0	156.0	26.0	48.0	Null	14.0	Null	68.0	149.0	36.0	50.0	Null	15.0	Null	48.0	24688536.0	4445328.0	7465308.0	Null	1662672.0	Null	11115228.0	12952584.0	1945152.0	3654036.0	Null	781548.0	Null	6571848.0	11735952.0	2500176.0	3811272.0	Null	881124.0	Null	4543380.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
259	110583	California State University-Long Beach	Cal State Long Beach	1250 Bellflower Blvd	Long Beach	CA	90840-0115	6	8	1	www.csulb.edu	1	1	1	9	1	1	14	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	5	1	California State University	Null	6037	Los Angeles County	647	-118.1123	33.782752	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	36279.0	30918.0	5226.0	135.0	31053.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36279.0	30918.0	5226.0	135.0	31053.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	945.0	168.0	185.0	Null	192.0	1.0	399.0	506.0	75.0	91.0	Null	89.0	1.0	250.0	439.0	93.0	94.0	Null	103.0	0.0	149.0	75676488.0	11676648.0	14072304.0	Null	11404980.0	122148.0	38400408.0	41972412.0	5179752.0	6986628.0	Null	5425032.0	122148.0	24258852.0	33704076.0	6496896.0	7085676.0	Null	5979948.0	0.0	14141556.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
260	110592	California State University-Los Angeles	 	5151 State University Dr	Los Angeles	CA	90032	6	8	1	www.calstatela.edu	1	1	1	9	1	1	12	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	5	1	California State University	Null	6037	Los Angeles County	634	-118.16896499999999	34.066927	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	21755.0	18055.0	3644.0	56.0	18111.0	0.0	0.0	0.0	0.0	0.0	643.0	635.0	8.0	0.0	635.0	21112.0	17420.0	3636.0	56.0	17476.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	560.0	92.0	118.0	Null	73.0	1.0	276.0	290.0	38.0	59.0	Null	32.0	1.0	160.0	270.0	54.0	59.0	Null	41.0	0.0	116.0	44956512.0	6082332.0	9085680.0	Null	3545568.0	158184.0	26084748.0	24059052.0	2506776.0	4633656.0	Null	1493760.0	158184.0	15266676.0	20897460.0	3575556.0	4452024.0	Null	2051808.0	0.0	10818072.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
261	110608	California State University-Northridge	 	18111 Nordhoff St	Northridge	CA	91330	6	8	1	www.csun.edu	1	1	1	9	1	1	12	1	2	1	A 	-2	-2	1	1	2	Null	Null	Null	Null	Null	Null	18	21	2	5	1	California State University	Null	6037	Los Angeles County	630	-118.526817	34.236709999999995	1.0	2.0	0.0	-2.0	Null	Null	Null	Null	Null	Null	Null	Null	1.0	1.0	0.0	2.0	2.0	36164.0	31237.0	4722.0	205.0	31442.0	0.0	0.0	0.0	0.0	0.0	6412.0	6120.0	215.0	77.0	6197.0	29752.0	25117.0	4507.0	128.0	25245.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	884.0	194.0	201.0	Null	124.0	4.0	361.0	458.0	96.0	101.0	Null	50.0	3.0	208.0	426.0	98.0	100.0	Null	74.0	1.0	153.0	69128316.0	13148412.0	14948508.0	Null	6681576.0	536784.0	33813036.0	37368696.0	6715224.0	7687368.0	Null	2720100.0	396816.0	19849188.0	31759620.0	6433188.0	7261140.0	Null	3961476.0	139968.0	13963848.0	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	Null	2012																																																																								
